input,label
Problem: 6/18 x 2/5 | Student Answer: 1/3,conv-a
Problem: 2/6 ÷ 2 6/18 | Student Answer: 1 5/6,po-c
Problem: 2/6 ÷ 2 6/18 | Student Answer: 1/7,po-d
Problem: 2/6 ÷ 2 6/18 | Student Answer: 3 1/2,pf-a
Problem: 2/6 ÷ 2 6/18 | Student Answer: 14/1,pf-b
Problem: 2/6 ÷ 2 6/18 | Student Answer: 11/27,pf-c
Problem: 2/6 ÷ 2 6/18 | Student Answer: 1/12,pf-d
Problem: 2/6 ÷ 2 6/18 | Student Answer: -3 2/3,pf-e
Problem: 2/6 ÷ 2 6/18 | Student Answer: 0/1,a
Problem: 3 5/19 - 2/16 | Student Answer: 2 13/35,conv-a
Problem: 3 5/19 - 2/16 | Student Answer: 1/8,conv-b
Problem: 3 5/19 - 2/16 | Student Answer: 3 67/76,conv-c
Problem: 3 5/19 - 2/16 | Student Answer: 20/1,conv-d
Problem: 3 5/19 - 2/16 | Student Answer: -3 21/152,po-a
Problem: 3 5/19 - 2/16 | Student Answer: 152/477,po-b
Problem: 3 5/19 - 2/16 | Student Answer: 31/76,po-c
Problem: 3 5/19 - 2/16 | Student Answer: 4/19,po-d
Problem: 3 5/19 - 2/16 | Student Answer: 1 29/35,pf-a
Problem: 3 5/19 - 2/16 | Student Answer: 4/1,pf-b
Problem: 3 5/19 - 2/16 | Student Answer: 1 5/7,pf-c
Problem: 3 5/19 - 2/16 | Student Answer: 4/1,pf-d
Problem: 3 5/19 - 2/16 | Student Answer: 15/76,pf-e
Problem: 3 5/19 - 2/16 | Student Answer: 3 11/76,a
Problem: 12/16 + 4/5 | Student Answer: 1 2/5,conv-a
Problem: 12/16 + 4/5 | Student Answer: 16 1/12,conv-b
Problem: 12/16 + 4/5 | Student Answer: 1 11/21,conv-c
Problem: 12/16 + 4/5 | Student Answer: 8/21,conv-d
Problem: 12/16 + 4/5 | Student Answer: -1 11/20,po-a
Problem: 12/16 + 4/5 | Student Answer: 20/31,po-b
Problem: 12/16 + 4/5 | Student Answer: 3/5,po-c
Problem: 12/16 + 4/5 | Student Answer: 1/5,po-d
Problem: 12/16 + 4/5 | Student Answer: 1 5/11,pf-a
Problem: 12/16 + 4/5 | Student Answer: 1/1,pf-b
Problem: 12/16 + 4/5 | Student Answer: 8/21,pf-c
Problem: 12/16 + 4/5 | Student Answer: 3 1/5,pf-d
Problem: 12/16 + 4/5 | Student Answer: 1 5/11,pf-e
Problem: 12/16 + 4/5 | Student Answer: 3 1/10,a
Problem: 3 2/9 + 12/17 | Student Answer: 2 14/51,conv-a
Problem: 3 2/9 + 12/17 | Student Answer: 12/17,conv-b
Problem: 3 2/9 + 12/17 | Student Answer: 1 40/51,conv-c
Problem: 3 2/9 + 12/17 | Student Answer: 17/26,conv-d
Problem: 3 2/9 + 12/17 | Student Answer: -3 142/153,po-a
Problem: 3 2/9 + 12/17 | Student Answer: 153/601,po-b
Problem: 3 2/9 + 12/17 | Student Answer: 2 14/51,po-c
Problem: 3 2/9 + 12/17 | Student Answer: 41/153,po-d
Problem: 3 2/9 + 12/17 | Student Answer: -5 1/8,pf-a
Problem: 3 2/9 + 12/17 | Student Answer: 2 7/17,pf-b
Problem: 3 2/9 + 12/17 | Student Answer: 1 181/312,pf-c
Problem: 3 2/9 + 12/17 | Student Answer: 38 2/3,pf-d
Problem: 3 2/9 + 12/17 | Student Answer: -5 1/8,pf-e
Problem: 3 2/9 + 12/17 | Student Answer: 3 47/51,a
Problem: 3 12/15 x 3/4 | Student Answer: 3 18/19,conv-a
Problem: 3 12/15 x 3/4 | Student Answer: 5 1/15,conv-b
Problem: 3 12/15 x 3/4 | Student Answer: 14 3/10,conv-c
Problem: 3 12/15 x 3/4 | Student Answer: 2 16/19,conv-d
Problem: 3 12/15 x 3/4 | Student Answer: -2 17/20,po-a
Problem: 3 12/15 x 3/4 | Student Answer: 20/57,po-b
Problem: 3 12/15 x 3/4 | Student Answer: 4 10/11,po-c
Problem: 3 12/15 x 3/4 | Student Answer: 1/1,po-d
Problem: 3 12/15 x 3/4 | Student Answer: 9/1,pf-a
Problem: 3 12/15 x 3/4 | Student Answer: 11 2/5,pf-b
Problem: 3 12/15 x 3/4 | Student Answer: 1/1,pf-c
Problem: 3 12/15 x 3/4 | Student Answer: 3/1,pf-d
Problem: 3 12/15 x 3/4 | Student Answer: 5 5/11,pf-e
Problem: 3 12/15 x 3/4 | Student Answer: 5 7/10,a
Problem: 3 9/10 - 3 5/7 | Student Answer: 14 17/35,conv-a
Problem: 3 9/10 - 3 5/7 | Student Answer: 10 1/39,conv-b
Problem: 3 9/10 - 3 5/7 | Student Answer: 5 33/35,conv-c
Problem: 3 9/10 - 3 5/7 | Student Answer: 4 1/3,conv-d
Problem: 3 9/10 - 3 5/7 | Student Answer: -13/70,po-a
Problem: 3 9/10 - 3 5/7 | Student Answer: 5 5/13,po-b
Problem: 3 9/10 - 3 5/7 | Student Answer: 14 17/35,po-c
Problem: 3 9/10 - 3 5/7 | Student Answer: 13/14,po-d
Problem: 3 9/10 - 3 5/7 | Student Answer: 45 1/2,pf-a
Problem: 3 9/10 - 3 5/7 | Student Answer: 9 2/7,pf-b
Problem: 3 9/10 - 3 5/7 | Student Answer: 13/17,pf-c
Problem: 3 9/10 - 3 5/7 | Student Answer: 101 2/5,pf-d
Problem: 3 9/10 - 3 5/7 | Student Answer: 13/70,pf-e
Problem: 3 9/10 - 3 5/7 | Student Answer: 13/35,a
Problem: 8/13 - 1 13/14 | Student Answer: 1 7/9,conv-a
Problem: 8/13 - 1 13/14 | Student Answer: 1 13/14,conv-b
Problem: 8/13 - 1 13/14 | Student Answer: 3 3/26,conv-c
Problem: 8/13 - 1 13/14 | Student Answer: 19/1,conv-d
Problem: 8/13 - 1 13/14 | Student Answer: 1 57/182,po-a
Problem: 8/13 - 1 13/14 | Student Answer: -182/239,po-b
Problem: 8/13 - 1 13/14 | Student Answer: 1 17/91,po-c
Problem: 8/13 - 1 13/14 | Student Answer: 5/26,po-d
Problem: 8/13 - 1 13/14 | Student Answer: 37 9/13,pf-a
Problem: 8/13 - 1 13/14 | Student Answer: 2 1/2,pf-b
Problem: 8/13 - 1 13/14 | Student Answer: 112/729,pf-c
Problem: 8/13 - 1 13/14 | Student Answer: 16 8/13,pf-d
Problem: 8/13 - 1 13/14 | Student Answer: -19/182,pf-e
Problem: 8/13 - 1 13/14 | Student Answer: -1 29/91,a
Problem: 12/16 - 1/2 | Student Answer: 13/18,conv-a
Problem: 12/16 - 1/2 | Student Answer: 3/4,conv-b
Problem: 12/16 - 1/2 | Student Answer: 1 11/18,conv-c
Problem: 12/16 - 1/2 | Student Answer: 11/14,conv-d
Problem: 12/16 - 1/2 | Student Answer: -1/4,po-a
Problem: 12/16 - 1/2 | Student Answer: 4/1,po-b
Problem: 12/16 - 1/2 | Student Answer: 3/8,po-c
Problem: 12/16 - 1/2 | Student Answer: 13/32,po-d
Problem: 12/16 - 1/2 | Student Answer: 13/18,pf-a
Problem: 12/16 - 1/2 | Student Answer: 13/16,pf-b
Problem: 12/16 - 1/2 | Student Answer: 1 1/3,pf-c
Problem: 12/16 - 1/2 | Student Answer: 11/16,pf-d
Problem: 12/16 - 1/2 | Student Answer: 11/32,pf-e
Problem: 12/16 - 1/2 | Student Answer: 1/2,a
Problem: 2/4 - 2 2/4 | Student Answer: 1 1/4,conv-a
Problem: 2/4 - 2 2/4 | Student Answer: 4 1/2,conv-b
Problem: 2/4 - 2 2/4 | Student Answer: 1 1/8,conv-c
Problem: 2/4 - 2 2/4 | Student Answer: -8/1,conv-d
Problem: 2/4 - 2 2/4 | Student Answer: 2/1,po-a
Problem: 2/4 - 2 2/4 | Student Answer: -1/2,po-b
Problem: 2/4 - 2 2/4 | Student Answer: 1 1/4,po-c
Problem: 2/4 - 2 2/4 | Student Answer: 3/4,po-d
Problem: 2/4 - 2 2/4 | Student Answer: 12/1,pf-a
Problem: 2/4 - 2 2/4 | Student Answer: 3/1,pf-b
Problem: 2/4 - 2 2/4 | Student Answer: 2 1/2,pf-c
Problem: 2/4 - 2 2/4 | Student Answer: -2/1,pf-d
Problem: 2/4 - 2 2/4 | Student Answer: -1/2,pf-e
Problem: 2/4 - 2 2/4 | Student Answer: -1/1,a
Problem: 3/6 + 12/13 | Student Answer: 15/19,conv-a
Problem: 3/6 + 12/13 | Student Answer: 1/2,conv-b
Problem: 3/6 + 12/13 | Student Answer: 1 5/13,conv-c
Problem: 3/6 + 12/13 | Student Answer: -9/19,conv-d
Problem: 3/6 + 12/13 | Student Answer: -1 11/26,po-a
Problem: 3/6 + 12/13 | Student Answer: 26/37,po-b
Problem: 3/6 + 12/13 | Student Answer: 6/13,po-c
Problem: 3/6 + 12/13 | Student Answer: 5/26,po-d
Problem: 3/6 + 12/13 | Student Answer: -2 1/7,pf-a
Problem: 3/6 + 12/13 | Student Answer: 1 2/13,pf-b
Problem: 3/6 + 12/13 | Student Answer: 1 17/19,pf-c
Problem: 3/6 + 12/13 | Student Answer: -1 1/2,pf-d
Problem: 3/6 + 12/13 | Student Answer: -2 1/7,pf-e
Problem: 3/6 + 12/13 | Student Answer: 1 5/13,a
Problem: 8/15 + 2/6 | Student Answer: 23/45,conv-a
Problem: 8/15 + 2/6 | Student Answer: 8/15,conv-b
Problem: 8/15 + 2/6 | Student Answer: 1 16/45,conv-c
Problem: 8/15 + 2/6 | Student Answer: 2/7,conv-d
Problem: 8/15 + 2/6 | Student Answer: -13/15,po-a
Problem: 8/15 + 2/6 | Student Answer: 1 2/13,po-b
Problem: 8/15 + 2/6 | Student Answer: 8/45,po-c
Problem: 8/15 + 2/6 | Student Answer: 1/9,po-d
Problem: 8/15 + 2/6 | Student Answer: 10/21,pf-a
Problem: 8/15 + 2/6 | Student Answer: 1 2/3,pf-b
Problem: 8/15 + 2/6 | Student Answer: 16/21,pf-c
Problem: 8/15 + 2/6 | Student Answer: 1 2/3,pf-d
Problem: 8/15 + 2/6 | Student Answer: 1 1/9,pf-e
Problem: 8/15 + 2/6 | Student Answer: 14/15,a
Problem: 2/6 ÷ 3/6 | Student Answer: 11/12,conv-a
Problem: 2/6 ÷ 3/6 | Student Answer: 1/6,conv-b
Problem: 2/6 ÷ 3/6 | Student Answer: 2/3,conv-c
Problem: 2/6 ÷ 3/6 | Student Answer: -1/12,conv-d
Problem: 2/6 ÷ 3/6 | Student Answer: -2/3,po-a
Problem: 2/6 ÷ 3/6 | Student Answer: 1 1/2,po-b
Problem: 2/6 ÷ 3/6 | Student Answer: 5/12,po-c
Problem: 2/6 ÷ 3/6 | Student Answer: 2/3,po-d
Problem: 2/6 ÷ 3/6 | Student Answer: 1/2,pf-a
Problem: 2/6 ÷ 3/6 | Student Answer: 1/1,pf-b
Problem: 2/6 ÷ 3/6 | Student Answer: 5/36,pf-c
Problem: 2/6 ÷ 3/6 | Student Answer: 1/6,pf-d
Problem: 2/6 ÷ 3/6 | Student Answer: 5/1,pf-e
Problem: 2/6 ÷ 3/6 | Student Answer: 1/2,a
Problem: 2 1/4 - 1/4 | Student Answer: 1 1/4,conv-a
Problem: 2 1/4 - 1/4 | Student Answer: 2 1/4,conv-b
Problem: 2 1/4 - 1/4 | Student Answer: 2 5/16,conv-c
Problem: 2 1/4 - 1/4 | Student Answer: 8/1,conv-d
Problem: 2 1/4 - 1/4 | Student Answer: -2/1,po-a
Problem: 2 1/4 - 1/4 | Student Answer: 1/2,po-b
Problem: 2 1/4 - 1/4 | Student Answer: 9/16,po-c
Problem: 2 1/4 - 1/4 | Student Answer: 5/8,po-d
Problem: 2 1/4 - 1/4 | Student Answer: 1 1/4,pf-a
Problem: 2 1/4 - 1/4 | Student Answer: 2 1/2,pf-b
Problem: 2 1/4 - 1/4 | Student Answer: 1/1,pf-c
Problem: 2 1/4 - 1/4 | Student Answer: 2 1/2,pf-d
Problem: 2 1/4 - 1/4 | Student Answer: 1/2,pf-e
Problem: 2 1/4 - 1/4 | Student Answer: 4/1,a
Problem: 2 10/11 x 1/2 | Student Answer: 3 5/13,conv-a
Problem: 2 10/11 x 1/2 | Student Answer: 5 9/11,conv-b
Problem: 2 10/11 x 1/2 | Student Answer: 16 1/22,conv-c
Problem: 2 10/11 x 1/2 | Student Answer: 2 5/13,conv-d
Problem: 2 10/11 x 1/2 | Student Answer: -1 5/11,po-a
Problem: 2 10/11 x 1/2 | Student Answer: 11/16,po-b
Problem: 2 10/11 x 1/2 | Student Answer: 3 4/9,po-c
Problem: 2 10/11 x 1/2 | Student Answer: 1 1/2,po-d
Problem: 2 10/11 x 1/2 | Student Answer: 2 6/13,pf-a
Problem: 2 10/11 x 1/2 | Student Answer: 2 10/11,pf-b
Problem: 2 10/11 x 1/2 | Student Answer: 1 1/2,pf-c
Problem: 2 10/11 x 1/2 | Student Answer: 2 6/13,pf-d
Problem: 2 10/11 x 1/2 | Student Answer: 3 2/3,pf-e
Problem: 2 10/11 x 1/2 | Student Answer: 2 10/11,a
Problem: 7/15 + 3 1/6 | Student Answer: 7/15,conv-a
Problem: 7/15 + 3 1/6 | Student Answer: 3 1/6,conv-b
Problem: 7/15 + 3 1/6 | Student Answer: 1 20/21,conv-c
Problem: 7/15 + 3 1/6 | Student Answer: -4/7,conv-d
Problem: 7/15 + 3 1/6 | Student Answer: -3 19/30,po-a
Problem: 7/15 + 3 1/6 | Student Answer: 30/109,po-b
Problem: 7/15 + 3 1/6 | Student Answer: 1 43/90,po-c
Problem: 7/15 + 3 1/6 | Student Answer: 13/45,po-d
Problem: 7/15 + 3 1/6 | Student Answer: 10 2/5,pf-a
Problem: 7/15 + 3 1/6 | Student Answer: 4 1/3,pf-b
Problem: 7/15 + 3 1/6 | Student Answer: 6 1/3,pf-c
Problem: 7/15 + 3 1/6 | Student Answer: -4/5,pf-d
Problem: 7/15 + 3 1/6 | Student Answer: 2 8/9,pf-e
Problem: 7/15 + 3 1/6 | Student Answer: 7 4/15,a
Problem: 3/9 + 6/18 | Student Answer: 1/3,conv-a
Problem: 3/9 + 6/18 | Student Answer: 1/3,conv-b
Problem: 3/9 + 6/18 | Student Answer: 11/54,conv-c
Problem: 3/9 + 6/18 | Student Answer: -1/9,conv-d
Problem: 3/9 + 6/18 | Student Answer: -2/3,po-a
Problem: 3/9 + 6/18 | Student Answer: 1 1/2,po-b
Problem: 3/9 + 6/18 | Student Answer: 1/9,po-c
Problem: 3/9 + 6/18 | Student Answer: 1/18,po-d
Problem: 3/9 + 6/18 | Student Answer: 18/1,pf-a
Problem: 3/9 + 6/18 | Student Answer: 1/2,pf-b
Problem: 3/9 + 6/18 | Student Answer: 2/3,pf-c
Problem: 3/9 + 6/18 | Student Answer: 2/1,pf-d
Problem: 3/9 + 6/18 | Student Answer: -1/1,pf-e
Problem: 3/9 + 6/18 | Student Answer: 1/3,a
Problem: 15/20 + 5 1/17 | Student Answer: 3/4,conv-a
Problem: 15/20 + 5 1/17 | Student Answer: 5 1/17,conv-b
Problem: 15/20 + 5 1/17 | Student Answer: 3 10/37,conv-c
Problem: 15/20 + 5 1/17 | Student Answer: -1 34/37,conv-d
Problem: 15/20 + 5 1/17 | Student Answer: -5 55/68,po-a
Problem: 15/20 + 5 1/17 | Student Answer: 68/395,po-b
Problem: 15/20 + 5 1/17 | Student Answer: 3 27/34,po-c
Problem: 15/20 + 5 1/17 | Student Answer: 101/340,po-d
Problem: 15/20 + 5 1/17 | Student Answer: 33 2/3,pf-a
Problem: 15/20 + 5 1/17 | Student Answer: 5 16/17,pf-b
Problem: 15/20 + 5 1/17 | Student Answer: 34 32/37,pf-c
Problem: 15/20 + 5 1/17 | Student Answer: 5 16/17,pf-d
Problem: 15/20 + 5 1/17 | Student Answer: 33 2/3,pf-e
Problem: 15/20 + 5 1/17 | Student Answer: 11 21/34,a
Problem: 4/5 x 15/18 | Student Answer: 1 1/23,conv-a
Problem: 4/5 x 15/18 | Student Answer: 24/25,conv-b
Problem: 4/5 x 15/18 | Student Answer: 1 1/23,conv-c
Problem: 4/5 x 15/18 | Student Answer: -11/23,conv-d
Problem: 4/5 x 15/18 | Student Answer: -2/3,po-a
Problem: 4/5 x 15/18 | Student Answer: 1 1/2,po-b
Problem: 4/5 x 15/18 | Student Answer: 11/13,po-c
Problem: 4/5 x 15/18 | Student Answer: 19/90,po-d
Problem: 4/5 x 15/18 | Student Answer: 2 14/23,pf-a
Problem: 4/5 x 15/18 | Student Answer: 12/1,pf-b
Problem: 4/5 x 15/18 | Student Answer: 19/90,pf-c
Problem: 4/5 x 15/18 | Student Answer: 4/23,pf-d
Problem: 4/5 x 15/18 | Student Answer: -1 6/13,pf-e
Problem: 4/5 x 15/18 | Student Answer: 1/2,a
Problem: 11/19 x 7/11 | Student Answer: 11/19,conv-a
Problem: 11/19 x 7/11 | Student Answer: 121/133,conv-b
Problem: 11/19 x 7/11 | Student Answer: 1 7/30,conv-c
Problem: 11/19 x 7/11 | Student Answer: 2/15,conv-d
Problem: 11/19 x 7/11 | Student Answer: -7/19,po-a
Problem: 11/19 x 7/11 | Student Answer: 2 5/7,po-b
Problem: 11/19 x 7/11 | Student Answer: 1/2,po-c
Problem: 11/19 x 7/11 | Student Answer: 18/209,po-d
Problem: 11/19 x 7/11 | Student Answer: 2 17/30,pf-a
Problem: 11/19 x 7/11 | Student Answer: 4 1/19,pf-b
Problem: 11/19 x 7/11 | Student Answer: 18/209,pf-c
Problem: 11/19 x 7/11 | Student Answer: 11/30,pf-d
Problem: 11/19 x 7/11 | Student Answer: 2 1/4,pf-e
Problem: 11/19 x 7/11 | Student Answer: 14/19,a
Problem: 5/8 - 1 13/17 | Student Answer: 1 18/25,conv-a
Problem: 5/8 - 1 13/17 | Student Answer: 8 1/5,conv-b
Problem: 5/8 - 1 13/17 | Student Answer: 35/68,conv-c
Problem: 5/8 - 1 13/17 | Student Answer: 2 7/9,conv-d
Problem: 5/8 - 1 13/17 | Student Answer: 1 19/136,po-a
Problem: 5/8 - 1 13/17 | Student Answer: -136/155,po-b
Problem: 5/8 - 1 13/17 | Student Answer: 1 7/68,po-c
Problem: 5/8 - 1 13/17 | Student Answer: 35/136,po-d
Problem: 5/8 - 1 13/17 | Student Answer: -3 8/9,pf-a
Problem: 5/8 - 1 13/17 | Student Answer: 4 3/8,pf-b
Problem: 5/8 - 1 13/17 | Student Answer: 17/150,pf-c
Problem: 5/8 - 1 13/17 | Student Answer: -3 1/8,pf-d
Problem: 5/8 - 1 13/17 | Student Answer: -25/136,pf-e
Problem: 5/8 - 1 13/17 | Student Answer: -1 18/137,a
Problem: 1/16 x 2/3 | Student Answer: 3/19,conv-a
Problem: 1/16 x 2/3 | Student Answer: 3/32,conv-b
Problem: 1/16 x 2/3 | Student Answer: 3/8,conv-c
Problem: 1/16 x 2/3 | Student Answer: -1/19,conv-d
Problem: 1/16 x 2/3 | Student Answer: -1/24,po-a
Problem: 1/16 x 2/3 | Student Answer: 24/1,po-b
Problem: 1/16 x 2/3 | Student Answer: -1/13,po-c
Problem: 1/16 x 2/3 | Student Answer: 1/16,po-d
Problem: 1/16 x 2/3 | Student Answer: 2/19,pf-a
Problem: 1/16 x 2/3 | Student Answer: 1/8,pf-b
Problem: 1/16 x 2/3 | Student Answer: 1/16,pf-c
Problem: 1/16 x 2/3 | Student Answer: 1/19,pf-d
Problem: 1/16 x 2/3 | Student Answer: 3/13,pf-e
Problem: 1/16 x 2/3 | Student Answer: 1/12,a
Problem: 6/8 - 5/16 | Student Answer: 15/64,conv-a
Problem: 6/8 - 5/16 | Student Answer: 8 1/6,conv-b
Problem: 6/8 - 5/16 | Student Answer: 53/128,conv-c
Problem: 6/8 - 5/16 | Student Answer: -1/8,conv-d
Problem: 6/8 - 5/16 | Student Answer: -7/16,po-a
Problem: 6/8 - 5/16 | Student Answer: 2 2/7,po-b
Problem: 6/8 - 5/16 | Student Answer: 15/64,po-c
Problem: 6/8 - 5/16 | Student Answer: 11/128,po-d
Problem: 6/8 - 5/16 | Student Answer: -1 3/8,pf-a
Problem: 6/8 - 5/16 | Student Answer: 11/16,pf-b
Problem: 6/8 - 5/16 | Student Answer: 1 1/4,pf-c
Problem: 6/8 - 5/16 | Student Answer: 1/8,pf-d
Problem: 6/8 - 5/16 | Student Answer: 1/128,pf-e
Problem: 6/8 - 5/16 | Student Answer: 1/2,a
Problem: 12/14 - 1 7/11 | Student Answer: 6/7,conv-a
Problem: 12/14 - 1 7/11 | Student Answer: 1 7/11,conv-b
Problem: 12/14 - 1 7/11 | Student Answer: 3 3/77,conv-c
Problem: 12/14 - 1 7/11 | Student Answer: -2/1,conv-d
Problem: 12/14 - 1 7/11 | Student Answer: 60/77,po-a
Problem: 12/14 - 1 7/11 | Student Answer: -1 17/60,po-b
Problem: 12/14 - 1 7/11 | Student Answer: 1 31/77,po-c
Problem: 12/14 - 1 7/11 | Student Answer: 15/77,po-d
Problem: 12/14 - 1 7/11 | Student Answer: 10/1,pf-a
Problem: 12/14 - 1 7/11 | Student Answer: 2 1/7,pf-b
Problem: 12/14 - 1 7/11 | Student Answer: 22/75,pf-c
Problem: 12/14 - 1 7/11 | Student Answer: -3/7,pf-d
Problem: 12/14 - 1 7/11 | Student Answer: -3/77,pf-e
Problem: 12/14 - 1 7/11 | Student Answer: -1 43/77,a
Problem: 7/8 + 3 14/15 | Student Answer: 7 3/8,conv-a
Problem: 7/8 + 3 14/15 | Student Answer: 7/8,conv-b
Problem: 7/8 + 3 14/15 | Student Answer: 7 3/8,conv-c
Problem: 7/8 + 3 14/15 | Student Answer: -2 6/23,conv-d
Problem: 7/8 + 3 14/15 | Student Answer: -4 97/120,po-a
Problem: 7/8 + 3 14/15 | Student Answer: 120/577,po-b
Problem: 7/8 + 3 14/15 | Student Answer: 3 53/120,po-c
Problem: 7/8 + 3 14/15 | Student Answer: 11/20,po-d
Problem: 7/8 + 3 14/15 | Student Answer: 2 20/23,pf-a
Problem: 7/8 + 3 14/15 | Student Answer: 4 2/5,pf-b
Problem: 7/8 + 3 14/15 | Student Answer: 17 22/23,pf-c
Problem: 7/8 + 3 14/15 | Student Answer: 4 2/5,pf-d
Problem: 7/8 + 3 14/15 | Student Answer: -9 3/7,pf-e
Problem: 7/8 + 3 14/15 | Student Answer: 4 4/5,a
Problem: 3/20 + 3/5 | Student Answer: 6/25,conv-a
Problem: 3/20 + 3/5 | Student Answer: 20 1/3,conv-b
Problem: 3/20 + 3/5 | Student Answer: 63/100,conv-c
Problem: 3/20 + 3/5 | Student Answer: 0/1,conv-d
Problem: 3/20 + 3/5 | Student Answer: -3/4,po-a
Problem: 3/20 + 3/5 | Student Answer: 1 1/3,po-b
Problem: 3/20 + 3/5 | Student Answer: 9/100,po-c
Problem: 3/20 + 3/5 | Student Answer: 3/50,po-d
Problem: 3/20 + 3/5 | Student Answer: 6/25,pf-a
Problem: 3/20 + 3/5 | Student Answer: 3/10,pf-b
Problem: 3/20 + 3/5 | Student Answer: 1/5,pf-c
Problem: 3/20 + 3/5 | Student Answer: 0/1,pf-d
Problem: 3/20 + 3/5 | Student Answer: 2/5,pf-e
Problem: 3/20 + 3/5 | Student Answer: 1/1,a
Problem: 4 1/2 + 3 9/16 | Student Answer: 19 19/32,conv-a
Problem: 4 1/2 + 3 9/16 | Student Answer: 2 1/9,conv-b
Problem: 4 1/2 + 3 9/16 | Student Answer: 19 19/32,conv-c
Problem: 4 1/2 + 3 9/16 | Student Answer: -2 2/3,conv-d
Problem: 4 1/2 + 3 9/16 | Student Answer: -8 1/16,po-a
Problem: 4 1/2 + 3 9/16 | Student Answer: 16/129,po-b
Problem: 4 1/2 + 3 9/16 | Student Answer: 16 1/32,po-c
Problem: 4 1/2 + 3 9/16 | Student Answer: 2 1/16,po-d
Problem: 4 1/2 + 3 9/16 | Student Answer: -4 5/7,pf-a
Problem: 4 1/2 + 3 9/16 | Student Answer: 4 1/8,pf-b
Problem: 4 1/2 + 3 9/16 | Student Answer: -2 2/3,pf-c
Problem: 4 1/2 + 3 9/16 | Student Answer: -24/1,pf-d
Problem: 4 1/2 + 3 9/16 | Student Answer: -4 5/7,pf-e
Problem: 4 1/2 + 3 9/16 | Student Answer: 16 1/8,a
Problem: 1/2 - 5/11 | Student Answer: 1/2,conv-a
Problem: 1/2 - 5/11 | Student Answer: 1/2,conv-b
Problem: 1/2 - 5/11 | Student Answer: 7/22,conv-c
Problem: 1/2 - 5/11 | Student Answer: 4/9,conv-d
Problem: 1/2 - 5/11 | Student Answer: -1/22,po-a
Problem: 1/2 - 5/11 | Student Answer: 22/1,po-b
Problem: 1/2 - 5/11 | Student Answer: 5/22,po-c
Problem: 1/2 - 5/11 | Student Answer: 3/11,po-d
Problem: 1/2 - 5/11 | Student Answer: 6/13,pf-a
Problem: 1/2 - 5/11 | Student Answer: 6/11,pf-b
Problem: 1/2 - 5/11 | Student Answer: 5/13,pf-c
Problem: 1/2 - 5/11 | Student Answer: 2 1/2,pf-d
Problem: 1/2 - 5/11 | Student Answer: -2/11,pf-e
Problem: 1/2 - 5/11 | Student Answer: 1/11,a
Problem: 5/15 + 4 9/11 | Student Answer: 2 3/13,conv-a
Problem: 5/15 + 4 9/11 | Student Answer: 1/3,conv-b
Problem: 5/15 + 4 9/11 | Student Answer: 128/165,conv-c
Problem: 5/15 + 4 9/11 | Student Answer: -1 11/13,conv-d
Problem: 5/15 + 4 9/11 | Student Answer: -5 5/33,po-a
Problem: 5/15 + 4 9/11 | Student Answer: 33/170,po-b
Problem: 5/15 + 4 9/11 | Student Answer: 1 20/33,po-c
Problem: 5/15 + 4 9/11 | Student Answer: 58/165,po-d
Problem: 5/15 + 4 9/11 | Student Answer: 2 3/13,pf-a
Problem: 5/15 + 4 9/11 | Student Answer: 5 3/11,pf-b
Problem: 5/15 + 4 9/11 | Student Answer: 10 5/26,pf-c
Problem: 5/15 + 4 9/11 | Student Answer: 5 3/11,pf-d
Problem: 5/15 + 4 9/11 | Student Answer: 14 1/2,pf-e
Problem: 5/15 + 4 9/11 | Student Answer: 5 4/33,a
Problem: 4/12 x 1 6/9 | Student Answer: 1/3,conv-a
Problem: 4/12 x 1 6/9 | Student Answer: 1/5,conv-b
Problem: 4/12 x 1 6/9 | Student Answer: 2 2/9,conv-c
Problem: 4/12 x 1 6/9 | Student Answer: -11/21,conv-d
Problem: 4/12 x 1 6/9 | Student Answer: -5/9,po-a
Problem: 4/12 x 1 6/9 | Student Answer: 1 4/5,po-b
Problem: 4/12 x 1 6/9 | Student Answer: -3 2/3,po-c
Problem: 4/12 x 1 6/9 | Student Answer: 19/108,po-d
Problem: 4/12 x 1 6/9 | Student Answer: 2 6/7,pf-a
Problem: 4/12 x 1 6/9 | Student Answer: 5/1,pf-b
Problem: 4/12 x 1 6/9 | Student Answer: 19/108,pf-c
Problem: 4/12 x 1 6/9 | Student Answer: 4/21,pf-d
Problem: 4/12 x 1 6/9 | Student Answer: 6 1/3,pf-e
Problem: 4/12 x 1 6/9 | Student Answer: 2/3,a
Problem: 7/18 ÷ 2/8 | Student Answer: 7/18,conv-a
Problem: 7/18 ÷ 2/8 | Student Answer: 7/72,conv-b
Problem: 7/18 ÷ 2/8 | Student Answer: 25/72,conv-c
Problem: 7/18 ÷ 2/8 | Student Answer: 5/26,conv-d
Problem: 7/18 ÷ 2/8 | Student Answer: -1 5/9,po-a
Problem: 7/18 ÷ 2/8 | Student Answer: 9/14,po-b
Problem: 7/18 ÷ 2/8 | Student Answer: 9/26,po-c
Problem: 7/18 ÷ 2/8 | Student Answer: 1 5/9,po-d
Problem: 7/18 ÷ 2/8 | Student Answer: 7/13,pf-a
Problem: 7/18 ÷ 2/8 | Student Answer: 7/9,pf-b
Problem: 7/18 ÷ 2/8 | Student Answer: 1/16,pf-c
